# source: resources/Workstream 2 - Schema and Data Model/Cell Science Metadata/AICS_AIND_Data_Schema_Field_Crosswalk.xlsx
# original kept: yes


### sheet: Summary

AICS to AIND Data Schema Gap Analysis
Pinned reference: aind-data-schema v2.9.0 | Source: AICS candidate schema 0.6.0 slim REMBI-categorized primary-image view
Source records | 33184
Top-level fields | 186
Nested child fields | 49
AIND required checks | 42
Reference version | aind-data-schema v2.9.0
Prepared | 2026-08-25 16:00:00
Top-level mapping status | Count | Share |  | AIND required-gap severity | Count
Direct | 11 | 0.05913978494623656 |  | High | 28
Partial | 75 | 0.4032258064516129 |  | Medium | 9
Extension container | 48 | 0.25806451612903225 |  | Low | 5
No first-class analog | 23 | 0.12365591397849462
Platform or manifest | 10 | 0.053763440860215055
Derived/search-only | 19 | 0.10215053763440861
Interpretation
Only 11 top-level fields have a direct semantic destination. Direct mapping does not make the surrounding AIND object valid: 42 required or conditionally required target checks were assessed separately, and 28 are high-severity gaps. The dominant blockers are acquisition-level aggregation, cell-line/specimen identity, timing and device configuration, plate/well design, and missing administrative provenance.

### sheet: Top-level Crosswalk

Top-level AICS to AIND Crosswalk
All 186 physical top-level fields in the supplied Parquet view. Filters and conditional colors are enabled.
AICS field | AICS category | Description | AICS type | Requirement | Nested path | AIND target | Mapping status | Severity | Recommendation | Mapping note | Resolution layer | Reference version | Reference URL
data_description.funding_source | Required | None | Missing | High | No funder/grant metadata. | R10 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
data_description.data_level | Required | asset_role | Partial | Medium | AICS role vocabulary is more granular than AIND raw/derived levels. | R5 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
data_description.investigators | Required | diff_scientist; uploaded_by | Partial | High | Roles and persistent person identifiers are absent. | R10 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
data_description.project_name | Required | dataset_name; study_title | Partial | Medium | A canonical mapping between dataset and project is not declared. | R1 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
data_description.modalities | Required | acquisition_type; signal_contrast_mechanism; channels | Derivable | Medium | Must map source values to the AIND modality registry. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.subject_id | Required | cell_line / parental_cell_line | Semantic mismatch | High | A cell line is not an AIND live Subject instance. | R2 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.specimen_id | Required for in vitro | None; could be derived | Missing | High | Stable specimen identity and derivation rules must be defined. | R2 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.acquisition_start_time | Required | imaging_at; imaging_start_time | Partial | High | Coverage, time precision, and timezone need validation. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.acquisition_end_time | Required | duration_minutes | Derivable only sometimes | High | Requires reliable start time plus duration; otherwise absent. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.acquisition_type | Required | acquisition_type | Available | Low | Normalize values consistently. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
acquisition.data_streams | Required | channels; instrument fields | Constructible in part | High | Needs stream boundaries, modalities, active devices, and typed configurations. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataStream.stream_start_time | Required when DataStream used | imaging_start_time | Partial | High | Timezone and per-stream boundaries are not explicit. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataStream.stream_end_time | Required when DataStream used | duration_minutes | Derivable only sometimes | High | No direct end timestamp. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataStream.modalities | Required when DataStream used | signal_contrast_mechanism; channels | Derivable | Medium | Controlled-vocabulary mapping required. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataStream.active_devices | Required when DataStream used | instrument_name; objective_model | Partial | High | AIND requires names matching Instrument components; camera/light-source names are missing. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataStream.configurations | Required when DataStream used | channels; exposure; laser power | Partial | High | Typed configs can be built only after device identities and trigger information are supplied. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
instrument.instrument_id | Required when Instrument emitted | instrument_id | Available | Low | Validate stable identifiers and agreement with acquisition. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
instrument.modification_date | Required when Instrument emitted | None | Missing | High | No hardware configuration effective/modification date. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
instrument.modalities | Required when Instrument emitted | signal_contrast_mechanism; workflow | Derivable | Medium | Controlled-vocabulary mapping required. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
instrument.global_coordinate_system | Required when Instrument emitted | camera_alignment_matrix | Insufficient | High | A matrix alone does not define origins, axes, and device coordinate systems. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
instrument.components | Required when Instrument emitted | microscope/objective attributes | Partial | High | Camera, detector, laser, serial, manufacturer, and stable device names are incomplete. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Objective.name | Required when Objective emitted | objective_model | Derivable | Medium | A stable device name must be generated separately from model. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Objective.numerical_aperture | Required when Objective emitted | objective_numerical_aperture | Available | Low | Direct numeric mapping. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Objective.magnification | Required when Objective emitted | objective_magnification | Available | Low | Direct numeric mapping. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Objective.immersion | Required when Objective emitted | objective_immersion | Available | Low | Vocabulary normalization required. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
ImagingConfig.device_name | Required when ImagingConfig used | instrument_name | Partial | High | Must match an Instrument component name, not merely a system label. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
ImagingConfig.channels | Required when ImagingConfig used | channels | Partial | High | Detector identities and configs are incomplete. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
ImagingConfig.images | Required when ImagingConfig used | file_name plus image dimensions | Partial | High | Generic image type/axis model does not align cleanly with TCZYX files. | R4/R5 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Channel.detector | Required for every Channel | exposure_time_ms; binning | Missing identity | High | DetectorConfig requires a device_name and trigger_type not supplied in the view. | R4 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
processing.data_processes | Required when Processing emitted | analysis/segmentation/output fields | Constructible in part | High | Process records need ordering, stage, code, experimenters, and timestamps. | R7 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataProcess.code.url | Required for each DataProcess Code | content_generation_algorithm | Missing | High | Algorithm name is insufficient for reproducibility. | R7 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataProcess.experimenters | Required for each DataProcess | diff_scientist (limited) | Partial | High | Coverage and role/persistent identity are insufficient. | R7 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
DataProcess.start_date_time | Required for each DataProcess | processing_date | Partial | High | Date may lack time and timezone. | R7 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
quality_control.metrics | Required when QC emitted | qc_* fields; source_qc_flag | Constructible in part | Medium | Each metric also needs name, modality, stage, and value. | R8 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
quality_control.default_grouping | Required when QC emitted | None | Missing | Medium | Grouping policy must be defined for generated metrics. | R8 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
procedures.subject_id | Required when Procedures emitted | cell_line / derived specimen identity | Semantic mismatch | High | No compatible AIND subject record for a cell line. | R2 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
SpecimenProcedure.procedure_type | Required when used | preparation_method; protocol_applied | Partial | Medium | AICS culture/preparation concepts need a governed mapping to AIND types. | R6 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
SpecimenProcedure.start_date/end_date | Required when used | seeding/fixation/replate dates | Partial | High | Not every procedure has both boundaries; time granularity varies. | R6 | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0

### sheet: Recommendations

Recommendations
Prioritized actions derived from the full field and required-gap matrices.
ID | Recommendation | Primary layer | Priority | Acceptance focus
R1 | Define the AIND asset boundary and aggregation contract | Onboarding + file manifest | Blocker | Group file rows into acquisition-level assets; preserve per-file identity and paths.
R2 | Create a cell-line/specimen identity profile | Schema/profile | Blocker | Define stable specimen IDs and cell-line, clone, organism, catalog, and lineage semantics.
R3 | Model plate, well, and experimental design explicitly | Profile/platform | High | Preserve plate/well/layout/condition as typed entities or governed profile fields.
R4 | Build an AICS microscopy Instrument/Acquisition profile | Schema/profile + onboarding | Blocker | Require timing, timezone, named devices, detector trigger, modality, channels, and coordinate systems.
R5 | Add a governed file and image manifest | Platform/profile | High | Carry file format, size, TCZYX shape, axes, voxel spacing, scene/FOV, and previews.
R6 | Normalize culture, preparation, and treatment events | Schema/profile + onboarding | High | Construct ordered specimen procedures/manipulations with typed reagents, values, units, and timing.
R7 | Construct reproducible Processing and lineage records | Onboarding | High | Add code URL/version, actors, timestamps, inputs, outputs, and dependency graph.
R8 | Normalize QC into QCMetric objects | Onboarding/profile | Medium | Define metric names, modality, stage, value, grouping, and status history.
R9 | Separate portable metadata from index/platform concerns | Platform governance | Medium | Regenerate search bridges; retain lifecycle, previews, and cache state outside portable JSON.
R10 | Supply administrative and version-governance metadata | Dataset governance | Blocker | Add institution, funding, investigators, creation semantics, project mapping, and pinned version policy.

### sheet: README

README and Method
How to interpret, audit, and update this workbook.
Workbook scope | AICS candidate schema 0.6.0 slim REMBI-categorized primary-image view compared with aind-data-schema v2.9.0.
Source shape | 33,184 rows; 186 top-level fields; four nested structures with 49 physical child fields.
Direct | Individual field meaning aligns. The surrounding AIND object may still lack other required fields.
Partial | A destination exists, but meaning, granularity, cardinality, or required context differs.
Extension container | Value can be retained in parameters/notes/additional settings without first-class semantics.
No first-class analog | AIND v2.9.0 lacks the scientific construct.
Platform or manifest | Belongs in a file inventory, storage/index service, lifecycle, or preview layer.
Derived/search-only | Flattened discovery field that should be regenerated from canonical nested values.
Required-gap inventory | Evaluates required and conditionally required AIND fields for an in-vitro imaging package; not a row-level completeness percentage.
Primary reference | https://github.com/AllenNeuralDynamics/aind-data-schema/tree/v2.9.0
Documentation | https://aind-data-schema.readthedocs.io/en/latest/
